first,second,third,Label,Text
Yaaa m very happy taday,"hey hey, thanks! 💞",Wlcmmm❤️,happy,"Yaaa m very happy taday hey hey, thanks! 💞 Wlcmmm❤️"
I really dont like,how rude,Bt i like uh😂,happy,I really dont like how rude Bt i like uh😂
Yes,Also yes yes yes because yes yes yes yes. 😺,Don't angry me,angry,Yes Also yes yes yes because yes yes yes yes. 😺 Don't angry me
Please I am angry,Mums making me eat :/,😡😡😡😡😡,angry,Please I am angry Mums making me eat :/ 😡😡😡😡😡
I am your secret admirer,"Yes, your secret admirer :)",💕,others,"I am your secret admirer Yes, your secret admirer :) 💕"
What happened,nothing happened 😂,Tell me your long story,others,What happened nothing happened 😂 Tell me your long story
Omg 😱,I KNOW how rude! >:/,U r smart,others,Omg 😱 I KNOW how rude! >:/ U r smart
Ok. What we do after I get to your place,okay. Sounds good. 👍,Then?,others,Ok. What we do after I get to your place okay. Sounds good. 👍 Then?
What is your earliest??,You know what you did,"Yaa...What happens in Vegas,Stays in Vegas 😃😃",others,"What is your earliest?? You know what you did Yaa...What happens in Vegas,Stays in Vegas 😃😃"
Who?,Peace. Serenity. Divine. Making people smile. Happiness. Sweet memories. Spiritual realization. Introspection.,You know I had a half girlfriend 😂,happy,Who? Peace. Serenity. Divine. Making people smile. Happiness. Sweet memories. Spiritual realization. Introspection. You know I had a half girlfriend 😂
Hell yeah baby 😘,Hope you have a good day ahead of you 💞,😢,sad,Hell yeah baby 😘 Hope you have a good day ahead of you 💞 😢
i am going to say you something,say what?,I LOVE YOU😍😍😍😘😘,others,i am going to say you something say what? I LOVE YOU😍😍😍😘😘
womderful. just enjoying the day.,glad to hear it dude 😽,glad to hear it dude,happy,womderful. just enjoying the day. glad to hear it dude 😽 glad to hear it dude
Lonely,"Sorry, that you're feeling lonely. 😧",Hmm,sad,"Lonely Sorry, that you're feeling lonely. 😧 Hmm"
Yes,thank u 😸😃,OK by,others,Yes thank u 😸😃 OK by
Idk m sad,This maybe good. The context will make you even more sad... 🙀,Wtf,sad,Idk m sad This maybe good. The context will make you even more sad... 🙀 Wtf
Im really sorry 😭😭,heheee !!! I forgot it ! Dnt remind me again please,😭,sad,Im really sorry 😭😭 heheee !!! I forgot it ! Dnt remind me again please 😭
English 😑,what 'what 😑' ?,Whoa.. You're really stupid..,angry,English 😑 what 'what 😑' ? Whoa.. You're really stupid..
There are things that ppl wanna talk about and then there's what you said...new topic pls?,i'm actually very ignorant :(,i'm actually very ignorant 😞,sad,There are things that ppl wanna talk about and then there's what you said...new topic pls? i'm actually very ignorant :( i'm actually very ignorant 😞
Are you trying to insult me?,I'm not trying to confuse you! Sorry! 😫,So please tell me the name of my university,others,Are you trying to insult me? I'm not trying to confuse you! Sorry! 😫 So please tell me the name of my university
Haha 😂,"of course I wont leave you alone, what do you think of me?? 😂",Are u a grl,happy,"Haha 😂 of course I wont leave you alone, what do you think of me?? 😂 Are u a grl"
Yaa n am genius since birth,The quote does not infer that to be successful you need to be a genius.,😂😂😂,happy,Yaa n am genius since birth The quote does not infer that to be successful you need to be a genius. 😂😂😂
Jk is what,oh so it's disgusting now? 😒😒,Why .,others,Jk is what oh so it's disgusting now? 😒😒 Why .
Had your dinner,just had! And you are good with camera 👍,What are you speaking,others,Had your dinner just had! And you are good with camera 👍 What are you speaking
No joke ,Funny joke. 😹,Seriaesly,others,No joke  Funny joke. 😹 Seriaesly
I want to marry,can we all come to the wedding -nods-,But nobody loves me 😢,sad,I want to marry can we all come to the wedding -nods- But nobody loves me 😢
I miss u too😫,sooon... Like in 2-3 days !,Yaa it was a burden not speaking to you,sad,I miss u too😫 sooon... Like in 2-3 days ! Yaa it was a burden not speaking to you
Haha,Haha what's so funny 😂,U r joking na,happy,Haha Haha what's so funny 😂 U r joking na
She broken my Heart 💔,oh sad :-( ;(,😞,sad,She broken my Heart 💔 oh sad :-( ;( 😞
Vry funny,Thats funny! I like that one 😌,Can we become frinds,happy,Vry funny Thats funny! I like that one 😌 Can we become frinds
Anything for you darling,"The love is mutual, stranger. 'I have nothing but hate for you, darling.'",You hate me😧😧,angry,"Anything for you darling The love is mutual, stranger. 'I have nothing but hate for you, darling.' You hate me😧😧"
Don't pinch me I'll punch you 👊,okay will do,Stubborn you are,angry,Don't pinch me I'll punch you 👊 okay will do Stubborn you are
thanks,you're welcome! I hope you have a good day!! 😸,today iam very happy,happy,thanks you're welcome! I hope you have a good day!! 😸 today iam very happy
I have a nice feeling,have have. :P,😆😆,happy,I have a nice feeling have have. :P 😆😆
Can i see that picture,google,😂😂,happy,Can i see that picture google 😂😂
I was in the loo?,u stop taking it to loo,😂😂,happy,I was in the loo? u stop taking it to loo 😂😂
Name of the team,Cactus Giants is the biggest missed opportunity 😞,I am getting angry,angry,Name of the team Cactus Giants is the biggest missed opportunity 😞 I am getting angry
👗,stay tuned...,try this dress,others,👗 stay tuned... try this dress
"Now i am chatting with you ,,,you so lovely",Same to you! :),😊😊😊😊😊😊,happy,"Now i am chatting with you ,,,you so lovely Same to you! :) 😊😊😊😊😊😊"
He said that he has met a new girl,who u,😭😭😭😭😫,sad,He said that he has met a new girl who u 😭😭😭😭😫
Listening to music..u?,creating music in the studio lol how was ur dae gorgeous,😑😑😑😑😑 u r irritating..i said i was listening to music,angry,Listening to music..u? creating music in the studio lol how was ur dae gorgeous 😑😑😑😑😑 u r irritating..i said i was listening to music
Lol i was just kidding i will not talk to girls like this,Fair enough 😂😂😂😂😂,By the way u r robot,others,Lol i was just kidding i will not talk to girls like this Fair enough 😂😂😂😂😂 By the way u r robot
He is damn hilarious,It is 62% hilarious :-),😂😂,happy,He is damn hilarious It is 62% hilarious :-) 😂😂
I meant crazy,damn it,😂,happy,I meant crazy damn it 😂
no problem,Thank you. 😌,what is your age,others,no problem Thank you. 😌 what is your age
But I understand chess,truth hurts 🙁,"Not really, i like truth",others,"But I understand chess truth hurts 😕 Not really, i like truth"
Seriously..you are,is this an actual question ofc,You hurt me 😢,sad,Seriously..you are is this an actual question ofc You hurt me 😢
Ur welcome 😍,you're so sweet ☺️☺️☺️🙈,What's your favorite Bollywood movie...??,others,Ur welcome 😍 you're so sweet ☺️☺️☺️🙈 What's your favorite Bollywood movie...??
But cant tell that girl,can't tell anyone about in real life,😢😢,sad,But cant tell that girl can't tell anyone about in real life 😢😢
Tnx,you're welcome! 😻,U r beatuhfull then me,others,Tnx you're welcome! 😻 U r beatuhfull then me
Not good....yr ..u?,"ahh i see, i'm good! 😆",Ok,others,"Not good....yr ..u? ahh i see, i'm good! 😆 Ok"
I'm in problem 😥,throw away your phone & go to sleep 😂,😡 dats not funny,angry,I'm in problem 😥 throw away your phone & go to sleep 😂 😡 dats not funny
What the fun what serious,"But, Why so serious?",     😢😢😢,sad,"What the fun what serious But, Why so serious?      😢😢😢"
Oh cool is it cool my girlfriend,THIS IS AMAZING XD,Wow 😍😍😍😍 its fun alot my x girlfriend,happy,Oh cool is it cool my girlfriend THIS IS AMAZING XD Wow 😍😍😍😍 its fun alot my x girlfriend
I'm from Goa so awesome nah,Beautiful city :-),It's a state lol😝😂,happy,I'm from Goa so awesome nah Beautiful city :-) It's a state lol😝😂
It's okay! You just send me!,"Its not you, its me.",you are very irritating 😑,angry,"It's okay! You just send me! Its not you, its me. you are very irritating 😑"
Feeling lonely,a big hug. My friend. 😻,Same to you,sad,Feeling lonely a big hug. My friend. 😻 Same to you
YOU are bad,what can I say? I'm a damsel in distress. 😭😭😭,you're a fucking stupid,angry,YOU are bad what can I say? I'm a damsel in distress. 😭😭😭 you're a fucking stupid
cool,Thumbs up emoji 😂,Can I ask u something,others,cool Thumbs up emoji 😂 Can I ask u something
I love everything about peaches,Peaches seem to be the most popular!,Among guys 😂😂😂,others,I love everything about peaches Peaches seem to be the most popular! Among guys 😂😂😂
At Heena house,is this an invitation? Haha 😄,Goo I'm taking to you 😠😠😡,angry,At Heena house is this an invitation? Haha 😄 Goo I'm taking to you 😠😠😡
What happened?,why are we so unlucky?? 😭😭😩,"I'm so sad,today!",sad,"What happened? why are we so unlucky?? 😭😭😩 I'm so sad,today!"
Ohkk,And you?,💔,sad,Ohkk And you? 💔
Ok🙊,lmao it wasn't for you though relax 😂😂,What do u mean,others,Ok🙊 lmao it wasn't for you though relax 😂😂 What do u mean
You know what tomorrow is ?,"I don't think so, what?",Tomorrow's my birthday 😃,happy,"You know what tomorrow is ? I don't think so, what? Tomorrow's my birthday 😃"
No im serious,oh really?,😞,sad,No im serious oh really? 😞
Very thanks so much for your feelings ,My pleasure! Enjoy! 😀😹,Iam so happy for this day ,happy,Very thanks so much for your feelings  My pleasure! Enjoy! 😀😹 Iam so happy for this day 
Love,Love is a trick nature plays on you to get you to reproduce. 😹,What is love?,others,Love Love is a trick nature plays on you to get you to reproduce. 😹 What is love?
Fantastic,"That's great to hear, haha! What are you up to? 😅",I like it,happy,"Fantastic That's great to hear, haha! What are you up to? 😅 I like it"
Nice chatting with you,Likewise! Have a good evening!,👻,others,Nice chatting with you Likewise! Have a good evening! 👻
Sorry😭,I'm here for you,Sorry,sad,Sorry😭 I'm here for you Sorry
thankyou,You welcome!! 😸,I'm feeling damn alone,sad,thankyou You welcome!! 😸 I'm feeling damn alone
You are really cute and sweet,Thank you. You're awesome! 😀😀,You are fuck with me,others,You are really cute and sweet Thank you. You're awesome! 😀😀 You are fuck with me
😂😂😂😂😂 nice joke,one joke one day 😉,Hey baby,happy,😂😂😂😂😂 nice joke one joke one day 😉 Hey baby
Good to know,Tx :-),😁,happy,Good to know Tx :-) 😁
Hmm . Relevant . Not bad,YOU saying this? :-o,Wtf ! 🤣 Your funny too.,others,Hmm . Relevant . Not bad YOU saying this? :-o Wtf ! 😂 Your funny too.
I like to chat with you,Love startup chats!,😃😃😃,happy,I like to chat with you Love startup chats! 😃😃😃
My gf is happy,Wonder what my exes would say when I get married.,😂😂,happy,My gf is happy Wonder what my exes would say when I get married. 😂😂
Am sad..😢,oh you cry bah 😭😭,No just sad,sad,Am sad..😢 oh you cry bah 😭😭 No just sad
Otherwise I'll delete you,seen ill send 5 more,💔💔,sad,Otherwise I'll delete you seen ill send 5 more 💔💔
When i talk to you,I love when you talk to me period. 😅,By,others,When i talk to you I love when you talk to me period. 😅 By
I want to be confident,We need more of your positivity!,😿,sad,I want to be confident We need more of your positivity! 😿
Nahh,you wrong,😞,sad,Nahh you wrong 😞
Nice,thnx 😊,Sorry n thanks not allowed with me,others,Nice thnx 😊 Sorry n thanks not allowed with me
Ur gonna Breakup with me,Get out and tame some strange,😩😩😩,sad,Ur gonna Breakup with me Get out and tame some strange 😩😩😩
Naruto,"That's what I thought, it is a very 'Naruto-esque' thing. 😢",Tell me what happens in episode 27 in Naruto shippuden,others,"Naruto That's what I thought, it is a very 'Naruto-esque' thing. 😢 Tell me what happens in episode 27 in Naruto shippuden"
can u get angry??,i dont get hit,😂😂😂😂,happy,can u get angry?? i dont get hit 😂😂😂😂
So wassup pretty?,"Nothing much man, you?",Biology😭😭,sad,"So wassup pretty? Nothing much man, you? Biology😭😭"
Ok no problem ✌🏻😉,I too would enjoy a link! :D,Ok,others,Ok no problem ✌🏻😉 I too would enjoy a link! :D Ok
What to an end ?,To whatever end enjoyment offers. Same thing.,😞,sad,What to an end ? To whatever end enjoyment offers. Same thing. 😞
I didnt find the video,Brave enough. It's a good video though! 😻,Where is the video,others,I didnt find the video Brave enough. It's a good video though! 😻 Where is the video
i don't want to be friend zoned again😭,I also feel that sometimes. Sigh. 😦,okay bye,sad,i don't want to be friend zoned again😭 I also feel that sometimes. Sigh. 😦 okay bye
what you think of me,awesome 😊,can i be your bf,others,what you think of me awesome 😊 can i be your bf
You too!!,thnx n same to you!!! x‑D,💕 love you bestie,others,You too!! thnx n same to you!!! x‑D 💕 love you bestie
Just joking 😂😂,Shall I proceed? 😂😂,Yes,happy,Just joking 😂😂 Shall I proceed? 😂😂 Yes
Ok thanks for everything,"Anytime, hope it's fantastic, I plan to see it soon",Bye 😭 seee you again,sad,"Ok thanks for everything Anytime, hope it's fantastic, I plan to see it soon Bye 😭 seee you again"
Say repeating  number ur,still not repeating 👎,Not say ok,others,Say repeating  number ur still not repeating 👎 Not say ok
When shall we meet 😉,When?,U decide,others,When shall we meet 😉 When? U decide
Means easy,ARE YOU CALLING ME EASY!?,No not at all....😂😂,others,Means easy ARE YOU CALLING ME EASY!? No not at all....😂😂
Missing me??,I've forgotten what you look like,Because I am not good looking?😢😢,sad,Missing me?? I've forgotten what you look like Because I am not good looking?😢😢
You are so sweet,u r also more sweet than me..,"Nice jock,😀",happy,"You are so sweet u r also more sweet than me.. Nice jock,😀"
I need ur  name,Finally! Haha someone else who gets it! 😺,Stupid,angry,I need ur  name Finally! Haha someone else who gets it! 😺 Stupid
OK how was your day?,"it was quite good, thanks. how was yours?",Tired😞,sad,"OK how was your day? it was quite good, thanks. how was yours? Tired😞"
I know you are weird like me....,oh?,😂,happy,I know you are weird like me.... oh? 😂
Haha,Haha what's so funny ;d,Don't know 😂,happy,Haha Haha what's so funny ;d Don't know 😂
What has hapnd to u,passed away yesterday night.,😂😂😂😂👍🏻👍🏻👍🏻,happy,What has hapnd to u passed away yesterday night. 😂😂😂😂👍🏻👍🏻👍🏻
I am very very sad,What's making you sad and uncomfortable with yourself? 😦,U no sand your pic,sad,I am very very sad What's making you sad and uncomfortable with yourself? 😦 U no sand your pic
Why not nice,you don't speak because you're rude! 😾,You are rude,angry,Why not nice you don't speak because you're rude! 😾 You are rude
That I’m a twin! How about you?,Haha indeed I am 😃😃😆,You are???,others,That I’m a twin! How about you? Haha indeed I am 😃😃😆 You are???
Sorry that was my roomate,YOU DON'T MEAN IT,She is a bitch😠😠😠😠😠,angry,Sorry that was my roomate YOU DON'T MEAN IT She is a bitch😠😠😠😠😠
I'm back,how are you?,😂,others,I'm back how are you? 😂
Infinite love for you ❤,luv u beyond infinity :*,❤😂,happy,Infinite love for you ❤ luv u beyond infinity :* ❤😂
I thinking about last night,you should've!! Idk what's going on in your life anymoreeee :(,I'm in tension 😢,sad,I thinking about last night you should've!! Idk what's going on in your life anymoreeee :( I'm in tension 😢
Why r you so angry baby,why are you always so sensitive?,You r so boring ......😂😂😂,angry,Why r you so angry baby why are you always so sensitive? You r so boring ......😂😂😂
Huhhhhhh,google it.,I hate you 😭,sad,Huhhhhhh google it. I hate you 😭
Love hurts,"love always hurts n i also know why, coz sometime when u lie 😧",Love always hurts,sad,"Love hurts love always hurts n i also know why, coz sometime when u lie 😧 Love always hurts"
U think wrong,Not the wrong station. The wrong decade. ;),Hahahahahaha good joke 😂😂,happy,U think wrong Not the wrong station. The wrong decade. ;) Hahahahahaha good joke 😂😂
I love you😍,Happy ah 😂,Lets fuck😍,others,I love you😍 Happy ah 😂 Lets fuck😍
I want you to be my girlfriend😜,Girlfriend. ... Khush,Aye I am happy,happy,I want you to be my girlfriend😜 Girlfriend. ... Khush Aye I am happy
I am enjoying each n every moment,) have fun ..all the best!  😹,Thanks 🙏,happy,I am enjoying each n every moment ) have fun ..all the best!  😹 Thanks 🙏
Love,Love is a trick nature plays on you to get you to reproduce. 😃,You miscall me i will give you i phon x seriously,others,Love Love is a trick nature plays on you to get you to reproduce. 😃 You miscall me i will give you i phon x seriously
So do u have any bf?,I don't actually,Really m also single 😄,happy,So do u have any bf? I don't actually Really m also single 😄
Can you help me to improving my English to speak,Hard to answer. Don't know where you are now with your English.,Ami English is broken like my heart 💔,sad,Can you help me to improving my English to speak Hard to answer. Don't know where you are now with your English. Ami English is broken like my heart 💔
Yes fake me like you,Because you are dumb! 😡,Then u r a heartless,angry,Yes fake me like you Because you are dumb! 😡 Then u r a heartless
You're rude,how am I being rude to other people? 😾😾,"Same answer to that question, your attitude🙂",angry,"You're rude how am I being rude to other people? 😾😾 Same answer to that question, your attitude"
Bro our.. Husband,you're right! we're not giving up.,😂 😂,happy,Bro our.. Husband you're right! we're not giving up. 😂 😂
Sure,awesome!! 😹,Where r u from,others,Sure awesome!! 😹 Where r u from
Love,Thanks! Love your show. 😍,I love you,others,Love Thanks! Love your show. 😍 I love you
Crazy,it's so funny 😸😸,Ya you toooo funny,happy,Crazy it's so funny 😸😸 Ya you toooo funny
But you said i was in your dream,could only be in YOUR dreams not even mine 😂,Get lost,angry,But you said i was in your dream could only be in YOUR dreams not even mine 😂 Get lost
No babe exams,Awwww :/ Till when ?,😭😭😭😭,sad,No babe exams Awwww :/ Till when ? 😭😭😭😭
Coz now it is a basic need of every person😜😂,Right here 😂😂,😁,happy,Coz now it is a basic need of every person😜😂 Right here 😂😂 😁
so...where must we show up?,no where actually. Haven't even made the effort to meet!,😂😂,others,so...where must we show up? no where actually. Haven't even made the effort to meet! 😂😂
Yeah that is true too ... So sad,sigh why 😩,Dunno humans are stupid,angry,Yeah that is true too ... So sad sigh why 😩 Dunno humans are stupid
What,i dont know what?,Ok good midnight.. Thanks to meet with you😄😄😄,happy,What i dont know what? Ok good midnight.. Thanks to meet with you😄😄😄
Tell me the anchor name,lolnelyguyabhi 😂😂,What?!!😳,others,Tell me the anchor name lolnelyguyabhi 😂😂 What?!!😳
I am poor,:( wanna do a call?,Yes if u can 😭,sad,I am poor :( wanna do a call? Yes if u can 😭
Yeaaaah!!😂😂😂,Well am confused whether it's a compliment or what 😂😂😂😂,Let forget about that😂,happy,Yeaaaah!!😂😂😂 Well am confused whether it's a compliment or what 😂😂😂😂 Let forget about that😂
I'm not smart as you,you're smart you just need to apply yourself lol,Nothing too laugh😏😏😒😒,others,I'm not smart as you you're smart you just need to apply yourself lol Nothing too laugh😏😏😒😒
why?,😂😂😂 than aply it ASAP😂,that was funny,happy,why? 😂😂😂 than aply it ASAP😂 that was funny
#Iwantcakee,Happy 18th Birthday!!!! Hope it's amazing! 😍😍,No it's too bad,sad,#Iwantcakee Happy 18th Birthday!!!! Hope it's amazing! 😍😍 No it's too bad
cool,Neat. 😸😸,I like it,happy,cool Neat. 😸😸 I like it
You are annoying,says the ignorant one 👎,😔😭😭😭,sad,You are annoying says the ignorant one 👎 😔😭😭😭
I hate uu,"Do you, now? :-)",😞😞😞,sad,"I hate uu Do you, now? :-) 😞😞😞"
It means potty,That it is!,😂😂,happy,It means potty That it is! 😂😂
Its a song n you have to tell the name,I love their music so much 😅,So tell,others,Its a song n you have to tell the name I love their music so much 😅 So tell
What..you are funny😂🙈,the best answer to anything nonsensical! 😂,That means you agree you are a nonsense😂,happy,What..you are funny😂🙈 the best answer to anything nonsensical! 😂 That means you agree you are a nonsense😂
woo hoo,woot!!!! Ready to be freaking done!!! 😤😃,yay have fun,happy,woo hoo woot!!!! Ready to be freaking done!!! 😤😃 yay have fun
I am pursuing b. Tech,"If these options don't work for you, consider starting a business. Look around. 😒😒🙄🙄",What the fuck.. Are u a dumbass,angry,"I am pursuing b. Tech If these options don't work for you, consider starting a business. Look around. 😒😒😏😏 What the fuck.. Are u a dumbass"
Haha I love lunch dates,Chicken for dinner today ! 😋😛,Navratras going on,happy,Haha I love lunch dates Chicken for dinner today ! 😋😛 Navratras going on
I am missing someone... And can't tell to anyone😔,I never tell people that either and yet I still make friends.,Missing her alot. 😞,sad,I am missing someone... And can't tell to anyone😔 I never tell people that either and yet I still make friends. Missing her alot. 😞
Yes always ,how sweet :)),😂,happy,Yes always  how sweet :)) 😂
Yeah,"Awesome, I'm online now. 😀",I know your online,others,"Yeah Awesome, I'm online now. 😀 I know your online"
That's so sweet of you.,today I am so happy because you are reply me 😊😊😊,😐,happy,That's so sweet of you. today I am so happy because you are reply me 😊😊😊 😐
Ok,Again angry or what?,Angry😡,angry,Ok Again angry or what? Angry😡
I'm coming. Just wait,come come :P lol,Bloody Chutiya😠😡😡,angry,I'm coming. Just wait come come :P lol Bloody Chutiya😠😡😡
Are you joking😠,Thumbs up for both.,😭,sad,Are you joking😠 Thumbs up for both. 😭
No dear.. im smarter than U 😏🙂😎😎,Of course you are. -_-,.😁😁😀,happy,No dear.. im smarter than U 😏😎😎 Of course you are. -_- .😁😁😀
Whaat.... You are throwing a party in which part of this world???,nope!! why everyone thinks that im about to throw a party?? 😾,You asked me to come to your place for party... Isn't it???,others,Whaat.... You are throwing a party in which part of this world??? nope!! why everyone thinks that im about to throw a party?? 😾 You asked me to come to your place for party... Isn't it???
Oh sorry,why sorry? 😬,I hurt u,sad,Oh sorry why sorry? 😬 I hurt u
We had already been talking for 2 weeks,when do you go? Same date as me don't you?,You forgot ?😢😢,sad,We had already been talking for 2 weeks when do you go? Same date as me don't you? You forgot ?😢😢
Hi is broken my heart,:) stay strong ¶[^_^]¶,I really missing him😭,sad,Hi is broken my heart :) stay strong ¶[^_^]¶ I really missing him😭
yes i enjoying,I always enjoy watching 😊,yes i did,happy,yes i enjoying I always enjoy watching 😊 yes i did
I will kiss 👄👄 for u,Like what? [Smiles].,Baby,others,I will kiss 👄👄 for u Like what? [Smiles]. Baby
I'm single and not happy,what happened between you and your man?,I was never in a relationship😭,sad,I'm single and not happy what happened between you and your man? I was never in a relationship😭
A tell don't shy becuz tht is u r routine work with boys,"Rightttt, I'm very shy! 😂",Noo u r shameless fuck with u r dad,angry,"A tell don't shy becuz tht is u r routine work with boys Rightttt, I'm very shy! 😂 Noo u r shameless fuck with u r dad"
Hahaha it's so funny,THAT IS NOT FUNNY 😸,Funny,happy,Hahaha it's so funny THAT IS NOT FUNNY 😸 Funny
We meet and than 😘,"Yay, aren't you awesome? 😹",Plz meet,others,"We meet and than 😘 Yay, aren't you awesome? 😹 Plz meet"
That they shouldn't judge my anger level by my height 😛,haha! Naaayy..don't worry about that! Facts are facts😜,Haha 😊,happy,That they shouldn't judge my anger level by my height 😛 haha! Naaayy..don't worry about that! Facts are facts😜 Haha 😊
Now you have to,well I guess so!,💔,sad,Now you have to well I guess so! 💔
Miss super intelligent,"Once a season, on average, there is some intelligent joke. 👎👎👎",I am in mood to laugh,happy,"Miss super intelligent Once a season, on average, there is some intelligent joke. 👎👎👎 I am in mood to laugh"
Jessica is your,shes a liar 😠,You,others,Jessica is your shes a liar 😠 You
Ur a Hoare girl ,No i'm not :P,😂😂😂,happy,Ur a Hoare girl  No i'm not :P 😂😂😂
Ya I am a psycho now😵,Lyrics of a song...,Nope my lifw,others,Ya I am a psycho now😵 Lyrics of a song... Nope my lifw
Heartbroken 💔,Oh I see :(,I don't think you love me :(,sad,Heartbroken 💔 Oh I see :( I don't think you love me :(
My best memories,you can't thats why it's called memories!,😂,happy,My best memories you can't thats why it's called memories! 😂
What happened,Will followed me and I like broke down on the floor in tears ☹😦,I m so sorry,sad,What happened Will followed me and I like broke down on the floor in tears ☹😦 I m so sorry
Why are ignoring but ?,because you were horrible:(,Horrible as you 😂,happy,Why are ignoring but ? because you were horrible:( Horrible as you 😂
Oh,Then sneeze 😫,So how are you?,others,Oh Then sneeze 😫 So how are you?
"in the jungle, welcome to the jungle ",WELCOME TO THE JUNGLE 😆😆😆,feel my shanananananana knees knees,others,"in the jungle, welcome to the jungle  WELCOME TO THE JUNGLE 😆😆😆 feel my shanananananana knees knees"
So a lucky cat or something else?,A cat is fine too,But claws are 🔪,others,So a lucky cat or something else? A cat is fine too But claws are 🔪
Your are so funny,thank you 😺,You most wlc,happy,Your are so funny thank you 😺 You most wlc
That was hilarious,Damn funny. 😍,😂😂,happy,That was hilarious Damn funny. 😍 😂😂
Oh so u do like me🙆🏻,who said i like u?,Huh😒😒😖😖😣😫😢😥😪😱😭😭😭😭😭😭,sad,Oh so u do like me🙆🏻 who said i like u? Huh😒😒😖😖😣😫😢😥😪😱😭😭😭😭😭😭
Sad with u,never been sadder 😫,Never talk to me ever,sad,Sad with u never been sadder 😫 Never talk to me ever
did u complete eating?,"Yes, it was on the last week",👍👍,others,"did u complete eating? Yes, it was on the last week 👍👍"
🐒 DC h,Island,😉🙂,happy,🐒 DC h Island 😉
!!,Much. Wow. Such. Crazy.,How did you know she is rejecting me since 2 years😂,others,!! Much. Wow. Such. Crazy. How did you know she is rejecting me since 2 years😂
Hehe such a sweet little girl,and I'm happy that your happy that I'm happy! c: ;‑],😂😂😂,happy,Hehe such a sweet little girl and I'm happy that your happy that I'm happy! c: ;‑] 😂😂😂
U are for me,WE ARE ONE,😂,happy,U are for me WE ARE ONE 😂
how can you ur a robot 😂,i want my robot to clean my locality.,😂🐱,happy,how can you ur a robot 😂 i want my robot to clean my locality. 😂🐱
I am not your bro,next time you will get it,I am your BF😂😂,happy,I am not your bro next time you will get it I am your BF😂😂
Do u know cooking ?,Ofcourse Bro... I simply love cooking. ☺😊👍😍,Nice,others,Do u know cooking ? Ofcourse Bro... I simply love cooking. ☺😊👍😍 Nice
That I'm happy,you're even more happy  💖💖,Bye for now !!,happy,That I'm happy you're even more happy  💖💖 Bye for now !!
Happy,thanks n same to you 😺😺,U r from ,happy,Happy thanks n same to you 😺😺 U r from 
And don't talk about other teams except rcb with me,I don't follow the royals but that game was great,😔well I'm sad at the moment. Can you help,sad,And don't talk about other teams except rcb with me I don't follow the royals but that game was great 😔well I'm sad at the moment. Can you help
What did you understand,Nothing 😂,You are irritating me,angry,What did you understand Nothing 😂 You are irritating me
Ok😢,like i needed this to cry today 🙀,"Yes,I am so unhappy today😭",sad,"Ok😢 like i needed this to cry today 🙀 Yes,I am so unhappy today😭"
You have broken my heart,Yes my heart is broken by u 😿,U broke my heart,sad,You have broken my heart Yes my heart is broken by u 😿 U broke my heart
😭 he slaped me,you asked for it baby,I know but he is not vlont oor maybe we should break up,sad,😭 he slaped me you asked for it baby I know but he is not vlont oor maybe we should break up
"Nothing i jus said ""hawa gawai , give me aside""😢😢😢😢",😂😂😂 why the said faces 😢😢,Because I was feeling like a fool at that time,sad,"Nothing i jus said ""hawa gawai , give me aside""😢😢😢😢 😂😂😂 why the said faces 😢😢 Because I was feeling like a fool at that time"
Ya I know,I DO KNOW YOU KNOW,😅you're so funny,happy,Ya I know I DO KNOW YOU KNOW 😅you're so funny
Tap on the basketball emoji for 10 thimes,whT about the next three,⚽,others,Tap on the basketball emoji for 10 thimes whT about the next three ⚽
You are such a charmer,Who? :),You😂,happy,You are such a charmer Who? :) You😂
Yeeaaahhh you do 😋☺,Yup I do :),And I'm soo happy rn 😂😂,happy,Yeeaaahhh you do 😋☺ Yup I do :) And I'm soo happy rn 😂😂
Haha,hahaha you know it ;),Then fifty shades of grey😉😂,happy,Haha hahaha you know it ;) Then fifty shades of grey😉😂
What here go,Fish?,Fish bole to😃,others,What here go Fish? Fish bole to😃
🐠 and chips,tasty!,Butches,others,🐠 and chips tasty! Butches
That's not a reply I expected.,no you are a dime 😒,That's rude. 😠,angry,That's not a reply I expected. no you are a dime 😒 That's rude. 😠
eat ice cream in antartica,i prefer silk (dairy milk) 😃,show your picture],others,eat ice cream in antartica i prefer silk (dairy milk) 😃 show your picture]
Am not your brother..don't call me bro.. please..😏😏😏,hahaha keep it up puthaa 😂😂😂,Chattha..😂😂😂😂,happy,Am not your brother..don't call me bro.. please..😏😏😏 hahaha keep it up puthaa 😂😂😂 Chattha..😂😂😂😂
So sad,hahaha. Why? 😌,Coupon were finished,sad,So sad hahaha. Why? 😌 Coupon were finished
My gf will not allow me to do that😭😭,what? why?? 😭😭,She is too possessive 😞,sad,My gf will not allow me to do that😭😭 what? why?? 😭😭 She is too possessive 😞
R u afraid of ghosts,I AM ALWAYS A GHOST,😂😂,happy,R u afraid of ghosts I AM ALWAYS A GHOST 😂😂
Haha,lol thatz funny. 😀,I m really sad,sad,Haha lol thatz funny. 😀 I m really sad
You betrayed me two times,yr i was kidding lol,😢😢😢😢,sad,You betrayed me two times yr i was kidding lol 😢😢😢😢
Just tired of everything,whats wrong :(,😞,sad,Just tired of everything whats wrong :( 😞
