Id,Label,Text
5.11978E+17,Neutral,RT @fIirtation: Honestly all I want right now 😩 http://t.co/3B3H5ORa5x
5.1484E+17,Positive,I wanna be high 😄😄😄😄😄😄
5.14571E+17,Negative,drifting away 😴
5.12689E+17,Neutral,"#NashsNewVideo 
🌸🌸🌸🌸🌸🌸🌸🌸
http://t.co/AAyd5HWD2R
🌸🌸🌸🌸🌸🌸🌸🌸
 #NashNewVideo #NashvsHayes 
🌸🌸🌸🌸🌸🌸🌸🌸
@nashgrier follow me and @dallaszwife plz bae"
5.12084E+17,Negative,"RT @Jaygatsbylv: I'm at the gym but I'm thinking of the donuts I bought earlier... 🙍
#ForeverFat"
5.1292E+17,Positive,Happy 21st to my gorgeous gal @livanderson19 have a fab day and can't wait for tonight 😚💞🍹
5.14773E+17,Neutral,Should I brace my teeth? 😯
5.13198E+17,Positive,RT @Michael5SOS: Die young and save yourself 🎶
5.13699E+17,Neutral,I enjoy seeing you being played 😏
5.12746E+17,Neutral,“@StayTrillOsama: This nigga got ramen noodles on his head I'm fuckin done 💀💀😂 https://t.co/xvVYSa3w2J”@dakotaily
5.14781E+17,Positive,Happy Birthday!!😁 @ReghanRobtoy http://t.co/nvVyInl1qJ
5.1438E+17,Positive,RT @Only_1za: “@NeneLanae_: @Only_1za Happy Birthdayy 🎁🎊🎉🎈”thankyouu😘
5.14982E+17,Positive,RT @shemaresson: 😂I laugh about everything
5.13773E+17,Positive,@shelbylloyd_ he sexy ain't he😩😱😍🙌
5.13403E+17,Negative,but even if the stars &amp; moon collide i never want u back into my life✨
5.14447E+17,Negative,@hanakoyuki_ 😞 I just don't want to cry for this night (again) .
5.12688E+17,Positive,Working 12 days in a row... well deserved! 😊 http://t.co/VaaRE9R08y
5.11748E+17,Positive,I'm blessed to have central ac bc it's too hot to not have ac! 😋
5.13125E+17,Positive,Goodmorning. 💞
5.14415E+17,Neutral,goodnight 😂
5.14938E+17,Positive,RT @KissMwahFashion: yeah baby girl you a blessing😻
5.14051E+17,Positive,RT @TheDreamCIoset: Selena's style is so on point i just 😍 http://t.co/mJKa1UVVln
5.1485E+17,Positive,"Please read this 💖 thank you 😘

@Louis_Tomlinson @Harry_Styles @Real_Liam_Payne @NiallOfficial @zaynmalik 
x4,067 http://t.co/uLmj2oDwcm"
5.12428E+17,Positive,I reset my phone so its really fast now😍😍
5.14405E+17,Positive,"""@min_bernardo: done with the tvc  of @bernardokath then another segue for recording...thanks God for the ble§ings"" 🙌"
5.14271E+17,Positive,@YungHBQ3 Thanks Doctor😂👍
5.12409E+17,Positive,"""@Derpey: How i feel after eating http://t.co/2wDydVxvIe"" @landen_bruce 😂😂😂"
5.11397E+17,Neutral,Rules are for slaves 😅
5.13524E+17,Negative,“@_MeloTapes: Phone dry 😕”
5.14113E+17,Positive,Then again still looks nice now idk 😒
5.11479E+17,Positive,Happiness is forgotten pocket money👌
5.13259E+17,Positive,Met these princesses today🙏 #southafrica http://t.co/bLsQO2A5Pq
5.13543E+17,Negative,“@CityBoiCoop: Even if We lose this game we still gone be in the hunt for a ship..... 😴😴😴” 😪
5.13101E+17,Positive,Cookies would be amazing. 🍪💕
5.14229E+17,Positive,Happy bday @bettttyclair 💙💙💙🎉
5.1415E+17,Positive,RT @AustinMahone: #7MillionMahomies FOLLOW SPREE STARTS NOWW😜
5.14231E+17,Positive,I loved today😋
5.13585E+17,Negative,RT @deadroserx: birthday surprise? i never had one before. 😪
5.14007E+17,Positive,RT @BriannaKoopman: I give props to any guy that gives random flowers to his girl. 👍
5.1347E+17,Positive,"@ArianaGrande 💜 you are my princess, my queen, their songs are perfect I love you ...😍  realize my dream please? FOLLOW ME PLEASE 🙏x88"
5.14633E+17,Negative,"RT @fuccNORVELL: Yall all say the same lies ""ion have no friends"" 😒 who the Fucc you hang out with then ? ""Myself"" but you with a group eve…"
5.12323E+17,Neutral,"RT @MarzetteAOB: God &gt; My worries🙏
God &gt; My regrets🙏
God &gt; My failures🙏
God &gt; My goals
God &gt; My fears🙏
God &gt; My problems🙏
God &gt; My everythi…"
5.14222E+17,Positive,"C-Note after C-Note put the remix on my Kilo
Thought I wouldn't make it now I'm winning Timothy Tebow 😎🎶"
5.14089E+17,Negative,I hate these --&gt;🍑
5.12717E+17,Negative,RT @Best0fInstagram: The real MVP😂😭 http://t.co/NaQFSqE4Yb
5.11645E+17,Negative,Can't believe most of the bad bitches are grounded 😐
5.11732E+17,Positive,"RT @camerondallas: “@brooksdallas17: @camerondallas can you say me  ""I love you"" 🙏🙏🙏  I would appreciate x137” I love you 😘"
5.14552E+17,Neutral,RT @QuanMight69Her_: Let the angels protect you &amp; let heaven accept you 🙏👼
5.13873E+17,Positive,It was cool seeing William after not seeing him for a while 😌💞 ft. Mike 😂 http://t.co/ZrrBYY8KCb
5.14036E+17,Positive,RT @tyleriacona: Good morning 😋
5.1165E+17,Neutral,@xhuhnie 😭😭 sorry looked to fast
5.1153E+17,Neutral,RT @I_am_lyric_1: @xolarrisa_ GM 👑😘☀️🌞
5.12385E+17,Neutral,“@lxeslyxbxoo: Lmfaooo everyone has to delete the nudes for ios8” I kept mine and deleted all the other pics 😂😂
5.13007E+17,Neutral,RT @MrSkeet_N_Tweet: s/o to @KondehJ this morning she made me a waffle Minnesota ppl real af 🙌
5.11918E+17,Neutral,"@LaurenCimorelli 
💗💗💗💗 

PLEASE FOLLOW ME AND MY FRIENDS @1Dream_faith @_myangelharry 

💗💗💗💗

WE LOVE YOU QUEEN 

💗💗💗💗 xx37"
5.13832E+17,Neutral,Doing me that's where it's at 💯
5.12784E+17,Negative,Don't Sleep On Me ! I'm Really NEXT UP🔥🔥🔥
5.13772E+17,Neutral,RT @sdm____: Fuck the nudes leak me some of their bank accounts numbers and pins 😂😂😂😩
5.14064E+17,Negative,I miss home 🏡
5.11974E+17,Negative,I mean .. I guess all I can say is I'm sorry 😕
5.14487E+17,Positive,RT @ShayneGoldie: @noble_austin you've gotten so lucky 😂
5.13523E+17,Positive,@stephanieecarla I love you bae 💕😄
5.13077E+17,Negative,You dont phase me 👋
5.13582E+17,Neutral,@lawleyomfg @Caylentastic yeah If I click on it but it stills shows Ricardo 😂😂 http://t.co/OV6V8OegCs
5.12445E+17,Negative,"""@KlNGJUSTINB: When you ask bae is you still mad at me😭 https://t.co/ajEueFpfVc"" 😂✊"
5.11716E+17,Neutral,Logic - Under Pressure (Official Audio) @Logic301 murdered it 🔥🔥 beats fresh as fuck  http://t.co/0QFNNEcpSt
5.13919E+17,Positive,"@KalinWhite KALIN
I
FREAKING
LOVE
YOU
PLEASE
FOLLOW
ME
🙌❤ @kalinwhite 
CAN'T WAIT TO SEE YOU IN FRESNO TOO! 😚"
5.14017E+17,Neutral,I wonder if I'm gonna be able to tempt @Georgiaaa_CGx to the gym when/ IF she returns from her night out in London last night. 😈
5.12698E+17,Neutral,RT @NickiBestSource: Beyoncé and Nicki Minaj's selfie has reached 700k likes on Instagram. 😍👑 #EMABiggestFansNickiMinaj http://t.co/SxORy0D…
5.14254E+17,Positive,RT @pwhscyclones: Big game tomorrow at centennial for volleyball! 6:30 let's get the storm there🌀⚡️☁️
5.12052E+17,Positive,@GiveAwaylPhone5 @RELATlONSHlP god hear my prayers😆😆😫😫
5.13143E+17,Negative,Somebody come get me from wings n more ... 😒
5.12325E+17,Positive,puppy love 😍 http://t.co/w2md7vrMOv
5.1169E+17,Positive,@orzel_r Awwww I love you so much!!❤️💗💘💜💙 &amp; you did great today @ your games!
5.13749E+17,Neutral,RT @Drrake: 9th-12th grade transformation 😳😏😎 http://t.co/XS3Qnh6Kc2
5.13421E+17,Negative,This hangover just got so much worse. 😷
5.12749E+17,Positive,PLZ FOLLOW ME &amp; @gomezrauhl_xx We LYSM!❤️❤️🙏🌟u guys r amazing! @Nashgrier @HayesGrier #NashvsHayes everyone watch http://t.co/eU5R8e8ngG🙏😂😍🌟
5.14829E+17,Positive,"mr yan is the best he taught me this hehe so proud of my pri sch 😍 RT ""@TheUnusuaIFact: http://t.co/t0hxBlv0CX"""
5.11474E+17,Negative,RT @Griseldalanco: Y'all couldn't wait to bring out y'all fat ass crombie coats😭😂😴
5.13051E+17,Neutral,RT @Calum5SOS: Pls if you have time vote for us for artist to watch 😁☺️ http://t.co/Vd3JYvTw5s http://t.co/uQ7CYRKRXn
5.13946E+17,Positive,“@asvpgills: You know when @sashkrys is drunk so she starts declaring her love for you 😂😭” 😂😂😂
5.11462E+17,Neutral,RT @Loko_Pablo305: @MzMusicProducer Roll Up - https://t.co/uV79VZJJke #WeedSong #CleanMusic #WeedHead #NuLilHaiti #Smoke1 #WeedHadMeLike  🍁…
5.1323E+17,Negative,Sick😭😩
5.11904E+17,Negative,"""@ladygaga: @Nutellandro you ain't kidding im in there somewhere I can't even get to my own show! 😭"" lmaoo"
5.1473E+17,Neutral,RT @taylorcaniff: Still watching movies😃
5.12425E+17,Negative,@Arctic_DayDream the breadsticks are just 😍 too bad it's closed rn or I would go :(
5.14278E+17,Positive,#LHHHollywood time with the roomie 😋
5.14175E+17,Neutral,Please Explain Your Theory. “@courtneeyboylee: @Nautibythexo_ not true 😒”
5.11872E+17,Positive,Super duper nice movie omg!!!!!🙌🙌🙆
5.13743E+17,Positive,"""Special kisses "" 😋😂"
5.12492E+17,Neutral,"RT @jesscaste: Not sure if I'm overly exhausted, or if @ASAP_Terrazy 's vines are the most entertaining thing in the world? 😂😂😂"
5.11647E+17,Neutral,@samanthaaryannn @ashlynnn13 that's never the case with Sam tho just every other girl ever 💁
5.15002E+17,Positive,"✘😊✘
@Real_Liam_Payne 
Hi Liam!
I'm so excited for the new album
&amp; It would make me so happy
If you followed me!
I love youuu (:
#FOUR 
✘😊✘18"
5.14237E+17,Positive,Aww look what Dylan put on my box at work. 😏😜 #drewnumber2 #roundtable http://t.co/AYcBc9OClR
5.11698E+17,Positive,But seriously... LOOK AT THIS REALLY CUTE BUTTHEAD WITH HIS *PUNNY LOOKING FACE. FOLLOW ME PLS @kurtis_conner 💕 #mcm http://t.co/qTGMjGFB3s
5.11908E+17,Neutral,"Bitches got uggs on , wait a another month 😂"
5.13785E+17,Neutral,Apple care 🍎
5.12935E+17,Positive,RT @krishofam: [PIC] 140919 WuYifan @ BAZAAR Charity Night Red Carpet via:901106net 😍😍😍 http://t.co/9gl45wB7IZ
5.13564E+17,Positive,@train's #DreamOn cover is trending! How cool is that? 👍❤🚂🎶👏 #iHeartRadio #train
5.14604E+17,Negative,@AndrewKlng @Bthroop_13 @_shuddupppp OH SHES QUIET NOW? okay boys I think that's enough. 😂👌💁
5.11955E+17,Negative,Fighting over a niggas that dont want you but 🐸☕️
5.11571E+17,Negative,@sophinaanwar piss off yeah I've got a lump on my head✋
5.15005E+17,Neutral,💀 my nigga no 😩😂 not with the slushies
5.12057E+17,Negative,RT @Smokin_LOUD8281: “BrownSkin's Girls 😍😻😽👅💦🙌”
5.1187E+17,Neutral,RT @petewentz: So hot in the valley rn 🌴💀
5.12455E+17,Neutral,"RT @MileHighJorge: ""@diaryforteens: relationship goals http://t.co/OzXgZg49TR"" please 😍"
5.13129E+17,Neutral,RT @Lessly_Aguilar: Bring that rubber ducky lmao 😂@iz_he_real69
5.14192E+17,Neutral,@maileemichelle I ain't even get your call 😴 wyd
5.13036E+17,Neutral,😍 via @thisisamans.world Posted By Kushang Gonawala http://t.co/E8xFnLOu2G http://t.co/FGRLH7oTgN
5.13873E+17,Positive,"Woah @ElenaaLunaa your avi is just too 💣😍🔥👌 &amp; is that a leg I see there, you promiscuous girl, you"
5.11947E+17,Neutral,I really want Welbeck to score but hes playing for arsenal😔
5.12007E+17,Positive,"RT @SamirShaffi: “@HakimWood: Finally got accommodation 💥🙌 http://t.co/Gh56xfjsae”

Man took a pic like he got signed for Man United 😂😂😂😂😂😂…"
5.13231E+17,Negative,@savannahelyss thanks 😭
5.13413E+17,Positive,Met @mallybeauty today and she told me I'm on the right track to becoming a makeup artist 😬👏 she was so inspiring💄 http://t.co/JAYPnX2bSn
5.12046E+17,Positive,The produce from #GRUBCSA #local #seasonal #goodness look at those greens!! #organicmama is happy 😊 http://t.co/qpe9Rzmeyb
5.13883E+17,Negative,me and Shay seen each other like twice while she was down here 😭😭😕
5.11936E+17,Positive,RT @justinsbixch: @janoskians_cxnt your profile picture😍😍
5.11666E+17,Negative,RT @NoF1ex5ONE: New town really need help in football 😩😩😭😭💀💀
5.14226E+17,Positive,Eye brows be on fleek doe. 😏
5.13326E+17,Positive,I love pornstars 😩
5.13746E+17,Neutral,"RT @khalidpschwarz: Pellegrini: ""Chelsea play like Stoke City, both small teams.""

Neither which he was able to beat at home! 😂😭"
5.12845E+17,Positive,Tonight with @FusionShows was very ❤️😍😊😎
5.11542E+17,Positive,#mcm this stunner right here @MJMac514 😍🔥 http://t.co/0YEV4hpGpJ
5.14628E+17,Neutral,RT @DayDay_Trill22: 🌁❄️⛄️ I LOVE YOU YOUR AMAZINGLY GORGEOUS AND WE NEED TO HANGOUT SOON I MISS YOU 😭😭💙💕💜
5.14131E+17,Positive,RT @Hi_Sadiess: The turn up for this Saturday about to be crazy! Nasty but classy 19 😩👅💦😍
5.11544E+17,Negative,@Globoytrey brah nomore rappp saun 💯
5.11443E+17,Positive,RT @nahbiebercarter: This is me when all my idols are doing follow spree 😂 http://t.co/16KhRNR2Xe
5.11853E+17,Positive,Morning dance class 😉 http://t.co/IX6DpdUg2H
5.11626E+17,Neutral,"🐚💎 @James_Yammouni 🐚💎
👉#MadeInAus 👈

☺️🌀hello james
I'll be really happy
if you follow me ☺️🌀

👉 #MadeInAus 👈
🐚💎 @Faydee 🐚💎58"
5.13104E+17,Positive,"@camerondallas Cam Please, follow me &amp; follow my best friend @BiieberNash ✌, you're the best👍, I love you so much❤ x362"
5.12426E+17,Positive,"RT @igotjuicee: “@OprahSideNigga: *HITS BLUNT* 

THE EARTH IS A HUGH SPHERE, SO IS BALL REALLY LIFE? http://t.co/Cq6RnN7kxD” ima cry 😂😂😂😂😂😂"
5.12097E+17,Neutral,RT @juliancamarena: If you were to be an animal what kind of animal would you want to be??  🐶🐺🐱🐰🐸🐯🐨🐻🐷🐮🐗🐵🐴🐑🐘🐼🐧🐍🐢🐝🐟🐋🐳🐙🐀🐓🐅🐃🐂🐲🐡🐫🐊🐈🐩🐆🐕🐉🐎🐐🐃🐖
5.13189E+17,Neutral,I'm nice but don't test my limits. 🚫🚫
5.12403E+17,Negative,RT @_Alexycia_: “@LahGabbyCuteAss: Bruh I deleted almost everything off my phone &amp; it's still saying I need more space 😤😑 FUCK IOS 8”
5.14148E+17,Positive,“@childhoodrock: Funny School Answer http://t.co/gQgPq2ijMt” I'm creasing 😂😂😂😂👏👏👏👏👏
5.13048E+17,Positive,Love when it's chilly &amp; sunny 🌞🍂
5.1411E+17,Negative,@4everbrandy got me in my feelings at work!!! 😩😩😩
5.14544E+17,Positive,The maze runner round 2😏
5.14957E+17,Negative,RT @_KissMeeee: I do some really dumb stuff .. But on mistake thoughh 😕
5.14815E+17,Negative,For real tho the guy hot boxing his car and hitting on us on the blvd was probably one of the scariest things 😅😅
5.12179E+17,Positive,@taylorcaniff Please follow me Taylor #FollowMeTay 🌺🌺🌺🌺🌺💜💜 I love you so so so much 💛💙💜💚❤️ http://t.co/eHLJzopk8z x318
5.12006E+17,Negative,It's to Hott to even Life right now. 😲🔥
5.13024E+17,Neutral,🌟 @camerondallas I'm trying so hard to get your follow since 2013 would you please follow me and make me happy? ilysm 36
5.11716E+17,Positive,RT @JeezyJake10: LOL GPhi yes 👌👏😂
5.14583E+17,Positive,"RT @anacharmain: Happy Birthday @ysaymarasigan Godbless po😁😍🎁🎉🎈🎂 
#HappyBirthdayYsayMarasigan"
5.1498E+17,Positive,"RT @ThatOneGoodVibe: Go on a drive with me,
somewhere far away🌌✨🚙"
5.14536E+17,Neutral,"RT @ayylmao: 10,000 retweets? I THINK WE CAN DO IT 🙏💪 YOU KNOW WHAT TO DO! http://t.co/XWmf5PKi7V"
5.12422E+17,Negative,@marisaaellis smh making my life complicated now 😒
5.11641E+17,Neutral,"👽👽👽👽👽👽👽
Hi Babe @MadisonElleBeer 
You could follow me? please 😭
Notice me! I exist, my love 💓
👽👽👽👽👽👽👽 25"
5.14498E+17,Positive,@JessJamesxo I only have 3! 😊
5.11517E+17,Negative,RT @emily_chamblee: The girls that say Luke Bryan is the cutest are bandwaggoners bc you obviously haven't seen Dustin Lynch. 😍💞
5.11698E+17,Negative,I hate to admit it but hearing that killed me😔
5.12569E+17,Negative,"@4everDriah lol it be over , relationships turn ya phone to a iPod . ain't no communication but with tht one prison 😂😂😂"
5.13109E+17,Positive,RT @girlposts: I laughed way too hard 😂😂 http://t.co/Nusovhb5kT
5.14835E+17,Positive,46 weeks till I'm 21 😛
5.13937E+17,Neutral,"""@UnitedJasters: Please use these hashtags #MyTagBoyfriend #WATTPADPresents 😊"""
5.1471E+17,Neutral,@TheVampsJames Hi ! I know you love to make people smile and to make someone smile then please FOLLOW me. Love you.😋 x726
5.13096E+17,Positive,"🌟🌿🌟🌿🌟🌿🌟🌿
STALK @TheIrwinEmpire 
FOR AMAZING GAIN TWEETS
TURN ON NOTIFS
(please pick me ily)
🌟🌿🌟🌿🌟🌿🌟🌿20"
5.14912E+17,Positive,I'm good with parents that's one thing my girl ain't gotta worry about 😁
5.13757E+17,Positive,@vainpresumption fixed! Thanks 😊☺️👍👏
5.11725E+17,Positive,RT @Tess_Morgan1: @TaylorValdens @Kaitlyn_Hanley @_kiaradyer32 @ewikaaaaaa we can't forget how cute Erika is😉 http://t.co/RfIAuC9Nfi
5.14015E+17,Positive,@jessicasnell2 I never said how many holiday I'm planning!!😉
5.14075E+17,Positive,RT @ShesAndreaaa: I'm just trying to stay positive in a world full of bs 👐
5.12419E+17,Positive,@xoyeezy_ @niyxrelle miss me with the bull. Yall cut 😤
5.12577E+17,Negative,This kasana woooooo😓😓
5.13786E+17,Positive,"@annerr2211 I'd definitely ice it, it'll help 😁"
5.12396E+17,Positive,RT @SidneyCrosbyEgo: Happy birthday @ovi8 🌚 | https://t.co/1GcCPkt7hQ
5.14764E+17,Neutral,"RT @izayinegirl: Next tweet, refresh bc first 10 retweets on it will get a dm to zayn 🙊"
5.14182E+17,Neutral,RT @Ashilyy1105: “@ComedyOrTruth: When your parents ask you to help them with technology http://t.co/Wvj99Tt0ho” @angiedrake24 😂
5.12063E+17,Positive,"RT @iAm_UniqueK: Ever stopped and realized, ""omg I'm so lucky 👫😍"""
5.14626E+17,Positive,RT @iHEARTmoney_: @_TenStepsAhead thank you I loveee you too 😘😘💕
5.13322E+17,Positive,@tiegzz__ awh thanks!😘
5.12052E+17,Neutral,RT @DajW_: I want a girlfriend 😂
5.13436E+17,Negative,Oktoberfest looks like the dopest time!!😁🍺
5.12715E+17,Negative,@kxchiri @diamantethan 😂😂 you should be in the movie with him tbh💕
5.15013E+17,Negative,Woke up with an attitude 😒
5.11963E+17,Neutral,RT @NathanSykes: @RachelWood77 wait wasn't that the infamous night in New York? 😉😂
5.1167E+17,Positive,👉 RT @yaribobari Omarion and his brother love them Asians.
5.12347E+17,Neutral,@KatieOfficialUK follow everyone rt this please? ily❤️💕5
5.13655E+17,Negative,I miss #TOWIE 😒
5.13905E+17,Negative,"RT @ChinkTheMONSTAR: I can sing like shit, 😩😍"
5.13906E+17,Neutral,is crazy that 6 year old sister is in LOVE with nash orrr? Is that normal? @Nashgrier 😭❤️❤️❤️❤️😂😂😂😂❤️❤️❤️❤️❤️👌👌👌😘😘😘👌qq
5.15147E+17,Positive,“@GreysABC: It's finally here! #GreysAnatomy season 11 and #TGIT premiere TONIGHT! http://t.co/JhKtuxKIJu” 🙌😭😍❤️
5.12431E+17,Positive,Awww @Trill_Skywalker wore the shirt I gave him 😘
5.13886E+17,Positive,@AnselElgort @AnselElgort can you please follow me I love you so much 🌺🌺🌺🌺 ❤️❤️❤️❤️💀💀💀hhaa
5.12902E+17,Negative,I hate how when you have your hair cut it doesn't sit right for a week or two 🙈
5.13825E+17,Positive,love yah EXO😀❤️💚💜💛💙👍 http://t.co/o0UB64s2jx
5.11896E+17,Neutral,"If I'm Boots, would that be considered racist?  RT @MsLynda85: Imma be Dora for Halloween. I need to find a wig 😪"
5.13475E+17,Neutral,"Watch Cam doing sky driving here➢ http://t.co/AZlL08E1zZ
Don't forget to give the video a 👍 and subscribe✌
@camerondallas #SkyDiving 168"
5.12337E+17,Neutral,"@Real_Liam_Payne 
Hiiii Liam
Follow me? 
😇💥😇💥😇💥😇💥😇💥185"
5.12746E+17,Positive,"RT @LydiaHotPSO: @dan249sig Ok, my pussy will be waiting for you babe 👅😘"
5.12335E+17,Neutral,"RT @ThatGorgeous_MF: ""@Nino_BlaQ: ""@_BlvckEquity: When you put on lotion but this part still is ashy 😂😂😂😂 http://t.co/ZUj7JmyP5k"" pisses me…"
5.12346E+17,Neutral,"RT @RUBY_QUEEN1: FIND GOD
    FIND YOURSELF
                THEN COME FIND ME
IN THAT ORDER 🙌"
5.14047E+17,Neutral,@neha_aks we need live feeds from Madison Square. @narendramodi 😃😃😃 #ModiUSvisit
5.13865E+17,Negative,I'm dead 💀💀💀
5.14988E+17,Positive,I'm just putting it out there that I'm here for anyone who ever needs someone to talk or vent to 💯
5.14244E+17,Neutral,"@NikeArlen33 i ont know , we gotta find one close . Ont forget about the haunted houses 😬😬"
5.12108E+17,Neutral,Toot zaddddyyyyyy 😘😘
5.14747E+17,Positive,"""@FoodPornsx: Snickers Ice Cream Cake : http://t.co/GGiMe6Rd8c"" holy fuck 😍😋😋😋😍"
5.12778E+17,Negative,"RT @Ariel_NotAriyel: How can you try to talk to the same nigga , ya home girl vented to you about. Yall hoes weak out here 😴"
5.14665E+17,Negative,I hope you happy now 👍
5.13715E+17,Negative,@SGgrc Tweetbot is working to push out an update. They were late with iOS 7 as well. 😕
5.14409E+17,Negative,@Shanitaaaa realest shit i read this morning 😩👏
5.12355E+17,Neutral,"🐷🐷🐷🐷🐷🐷🐷🐷🐼🐼🐼🐼🐼
WHO WILL BE MY 2/5? @luke_brooks @JaiBrooks1 @James_Yammouni @BrooksBeau
 🐷🐷🐷🐷🐷🐷🐷🐷🐼🐼🐼🐼🐼 2187"
5.12384E+17,Positive,"💋
🎮
🌼
✖️ Michael Clifford
💋
🎮
🌼
✖️  From 5SOS
💋
🎮 @Michael5SOS 
🌼
❤️ My ☀️
💋
🎮
🌼
✖️ Spot the difference😜
💋
🎮
🌼5,215 http://t.co/sDriArfM9r"
5.1441E+17,Positive,“@TeeFromTheZ_: @MekaLeshay Your Avi Look Sweet 😎💯”thanks😘
5.15104E+17,Positive,@headkrack @RickeySmiley Imma need y'all to get @garywdtea off the radio right now.  I'm about to run off the road literally lmao.✋😂✋😂
5.1209E+17,Positive,goodnight tho 👋
5.1232E+17,Negative,"“@__Saafir: @__Ayyyyyy @__Dashonn , You Got It ? 😔😳”they lied I'm irked"
5.14902E+17,Positive,@JohnSwiddy @kirstennfaithh haha she's #wcw everyday 💁 but I'm going to buy my ticket next week and drive down there for the show😊
5.12352E+17,Positive,@BigJuiceMane oh yeah I remember that now 😂😂😂! But yeah someone gave me a free coupon a few months ago and I'm just now using it
5.11709E+17,Negative,It's hard 😪😪😔 everything reminds me of her 😳💔
5.12126E+17,Positive,Great day 😊
5.13361E+17,Negative,It's Hot Af And I Gotta Be At Work ALL Day 😒😒😡
5.13013E+17,Negative,My work schedule on my bday &lt; 👎
5.14187E+17,Positive,I'm funny asl 😂😂😂
5.13299E+17,Negative,iOS 8 deleted all my photos from Europe 😭
5.12005E+17,Neutral,"☯Gain Followers
☯RT This
☯MUST FOLLOW ME I FOLLOW BACK
☯Follow everyone who rts
☯Gain
  #ONEDIRECTION #porn #ANDROID ==9ö"
5.13913E+17,Positive,RT @NaturalBadAssss: I need somebody that's scared to lose me 💯
5.11985E+17,Negative,She really doing my notes nd HW thank god 😣 I really cant move my neck
5.14648E+17,Positive,""" Lol why iam laughin so hard  ??? 😂😭😆 http://t.co/smtMXhvFYW"""
5.11606E+17,Neutral,RT @ladygaga: Trend it Monsters. Lets show @cher how much we appreciate her #MonstersLoveCher Now that's what I call class! 🍸
5.12256E+17,Positive,@_Princess_Mp I love you baby 😘💍💖
5.116E+17,Neutral,@ddlovato who says you have to wait until Halloween? You can start anytime you like. 😉
5.12421E+17,Neutral,RT @Sir_Kelz: If I Fav More Than 3 Pics I'm Tryna Holla😭
5.14984E+17,Neutral,RT @imTeppY: LoiShua For MyPhone ⚡️mee
5.14328E+17,Negative,why do I have so many notifs 😂 http://t.co/WJPWPkSeo2
5.14871E+17,Positive,She love me on the low 😂😂
5.12102E+17,Positive,"💖💖💖💖💖💖💖💖💖💖

@Luke5SOS
Luke Hemmings
From 5sos
If you see this
I love you 
And follow me please x1591

💖💖💖💖💖💖💖💖💖💖"
5.1211E+17,Negative,Omg. Shitty I really had to make a new twitter 😈 I haven't been on here in like foreverrrr
5.14982E+17,Positive,RT @FreeshKidYeesh: When Guadalupe says she gone send you nudes 💯 #Dancing #MusicThatDoesntMatch https://t.co/O7ygEbiJIb
5.12407E+17,Positive,@Stypelkoski @lexielu07 YES..... WAY!!😊 Has been for like 3 months lmfao and hi lex👋👋👋😁
5.12325E+17,Positive,"@MadyHendley what do I look like going back to AL, but I'll be there in Christmas 😂"
5.13506E+17,Positive,"Fam she gone die. RT
""@KeemOfKings: Relationship goals 😍 http://t.co/w5sPAw7QIG"""
5.12778E+17,Positive,"RT @xLouisGiordanox: Thursday makes me so EXCITED. 
BECAUSE FRIDAY IS TOMORROW 🙌😁"
5.14877E+17,Positive,😱 look at the #Skull shirt my mom got me!  😍😆 I love this #shirt and my mother sfm. http://t.co/FGkjNaO9yB
5.13402E+17,Neutral,wanna go to rise festival !! 🎿🍻🎶
5.11976E+17,Negative,RT @belles_and_bows: I cannot wait for haunted hay rides and houses😍🎃👻
5.14419E+17,Positive,RT @juanitabaybay: I'm ready to go 😴
5.12987E+17,Neutral,“@Beereyeel: “@J6SH_imy: I wonder how bae going🌚..”👀👀”august😌..
5.1495E+17,Positive,RT @prettysaaddity: I live for football season🙌🙌
5.1276E+17,Positive,"RT @theonlydeeeee: i really want you , you , you ! 😩😍😘"
5.12201E+17,Neutral,@Ashton5SOS this is not ok 😂😂🍆
5.13115E+17,Negative,When I get my letter saying that it's time to do my T's test. I'm going to be so stressed &amp; nervous 😰💊💉
5.12662E+17,Positive,I need some of dat old 😻😻😼😼💦💦💦🚿🚿🏄🏄#
5.13171E+17,Neutral,"RT @JrocksFukYou: 🚫 STOP ❗❗🚫 
WANNA GAIN FOLLOWERS⁉
RETWEET🔃 THE #TityFollowTrain🚂🚃💨
FOLLOW ME &amp; 😍 @SamanthaCartel 😘😚
GAIN 100+ EASY💯✔"
5.12996E+17,Negative,RT @frannkieee: @eetnamioR_ thank you 😘👏 them scary hoes only sit there and watch their sister fight!
5.12058E+17,Positive,Carter finally called her real mom mom and said I love you to her 😍🙌
5.12972E+17,Positive,Ina Car Singingg Disney Songs😁😂
5.12256E+17,Positive,OMG BRITNEY LOOKS SO FUCKING GOOD HEREEEE 😩😩😩😩😍 http://t.co/0jD8W8vS7l
5.13144E+17,Neutral,"RT @KhUsAiRiaMiN: the haram jadah moment when your classmate say ""aku duduk rumah bukan study pun"" get the highest marks in class 😂"
5.15016E+17,Positive,Bday in exactly 2 months😋
5.14889E+17,Negative,😒 people kills me
5.12798E+17,Positive,Edward is so good to me 😻
5.13418E+17,Negative,@PaxtonSanchezzz yess 😩 what was that lol
5.14624E+17,Neutral,RT @diiirrraaah_: he didn't need a gun Rip Babygirl 👼 but he was protecting hisself take it how yall want thats still my brother 💯
